athlete_id,age,weight,resting_hr,avg_hr,max_hr,hrv,vo2max,speed_avg,distance_km,duration_min,training_load,sleep_hours,fatigue_score,performance_score,injury_risk
55,38,69.9,56.0,182.9,202.1,58.2,57.3,12.09,8.48,42.1,77.0,8.5,0.0,67.1,0
90,25,74.8,60.0,161.5,181.5,66.8,48.5,9.92,13.19,79.7,128.8,6.6,0.7,57.8,1
90,23,75.3,58.0,150.0,165.1,67.9,50.9,14.95,2.96,11.9,17.8,6.9,0.0,70.3,0
62,25,64.1,69.0,166.3,178.9,68.7,58.1,10.76,8.83,49.2,81.9,8.0,0.0,64.7,1
23,35,70.7,37.0,185.5,209.1,62.4,51.4,15.07,14.26,56.8,105.3,7.3,0.1,70.6,1
9,20,73.7,60.0,128.4,151.9,77.8,50.4,14.6,8.39,34.5,44.3,5.4,0.9,67.5,0
12,39,81.6,59.0,146.6,174.5,46.1,49.5,13.23,4.29,19.5,28.6,7.1,0.7,64.8,0
1,29,75.6,56.0,114.3,130.4,60.8,45.1,15.66,6.14,23.5,26.9,8.5,0.0,69.4,0
58,20,76.3,74.0,152.9,176.4,69.5,47.8,16.46,8.62,31.4,48.0,7.0,0.0,72.1,0
1,39,70.7,53.0,155.5,174.1,69.6,43.7,11.65,11.99,61.8,96.0,4.3,2.7,55.3,1
34,23,81.3,66.0,149.4,175.4,78.5,47.7,10.38,6.98,40.3,60.3,7.4,0.0,59.9,0
96,19,73.3,63.0,140.2,165.3,77.0,34.0,8.27,10.48,76.0,106.6,6.8,0.0,50.1,1
48,29,63.1,70.0,119.3,140.3,62.1,50.6,16.49,3.69,13.4,16.0,5.2,1.8,69.6,0
89,19,81.2,55.0,155.6,173.9,78.0,47.3,11.12,3.67,19.8,30.8,5.3,0.9,59.3,0
1,23,75.6,54.0,171.8,196.6,57.9,46.0,14.27,6.55,27.5,47.3,8.0,0.0,66.9,0
16,34,66.5,69.0,141.1,164.4,74.3,49.3,10.52,12.31,70.2,99.1,6.3,0.5,59.7,1
61,20,66.2,63.0,156.6,173.2,83.1,39.4,15.08,8.21,32.7,51.1,6.1,0.0,65.9,0
64,19,72.4,48.0,126.5,139.8,77.1,59.6,10.6,8.87,50.2,63.5,7.0,0.0,65.0,0
63,37,73.7,56.0,156.9,175.4,66.1,47.4,9.62,8.83,55.1,86.5,6.4,0.8,56.6,1
69,25,71.6,63.0,144.1,171.7,61.7,47.1,11.58,11.33,58.7,84.6,7.1,0.2,61.5,1
22,39,72.5,67.0,138.6,164.3,49.7,42.2,10.94,6.17,33.8,46.9,6.8,1.0,56.9,0
93,29,83.6,55.0,138.6,153.0,68.1,48.1,13.19,10.06,45.8,63.4,5.8,1.1,63.4,0
67,21,78.6,37.0,144.1,158.3,53.8,56.3,11.9,5.51,27.8,40.0,6.5,1.0,64.3,0
76,22,71.5,64.0,155.7,182.1,57.1,54.2,13.26,13.95,63.1,98.3,7.4,0.2,67.8,1
26,30,77.5,50.0,130.3,144.6,53.1,53.1,11.42,5.6,29.4,38.3,7.0,0.5,63.1,0
16,32,61.7,44.0,144.0,166.6,60.4,51.3,10.67,5.35,30.1,43.4,6.9,0.3,61.3,0
51,33,73.2,37.0,149.4,166.3,64.7,45.8,10.83,9.65,53.4,79.8,8.9,0.0,60.0,1
86,27,84.5,67.0,133.5,161.6,67.7,39.3,16.09,8.24,30.7,41.0,7.7,0.0,67.9,0
57,33,68.3,61.0,176.9,193.1,59.0,46.8,12.45,8.98,43.3,76.6,7.9,0.0,63.6,0
29,29,63.2,58.0,137.2,162.9,75.7,46.6,8.03,8.68,64.9,89.0,6.8,0.0,54.7,1
78,34,64.8,71.0,140.0,160.9,62.9,54.3,10.96,4.73,25.9,36.2,7.2,0.0,63.6,0
92,33,61.3,65.0,135.3,156.6,57.1,49.9,12.19,12.84,63.2,85.5,6.6,1.0,62.3,1
69,29,63.7,73.0,177.0,187.1,67.3,57.7,15.69,10.68,40.8,72.3,7.8,0.0,74.5,0
47,25,67.0,49.0,158.3,167.3,84.6,55.2,14.06,12.08,51.5,81.6,6.9,0.0,70.2,1
94,37,58.8,60.0,136.0,154.8,68.4,45.3,10.16,6.42,37.9,51.5,7.2,0.0,58.4,0
62,20,70.1,47.0,166.6,187.8,61.4,37.2,16.84,9.25,33.0,54.9,7.2,0.0,68.5,0
69,33,77.2,58.0,153.0,167.4,49.7,56.3,11.94,8.59,43.2,66.1,7.0,0.9,64.7,0
76,30,62.7,58.0,153.9,168.4,62.8,56.2,14.49,11.38,47.1,72.5,9.9,0.0,71.4,0
16,36,82.2,65.0,144.8,167.6,67.3,39.8,9.69,11.48,71.1,103.0,6.3,0.8,53.7,1
90,25,74.1,60.0,138.8,161.6,61.1,57.1,7.2,8.58,71.5,99.2,6.3,1.1,55.0,1
90,39,78.2,65.0,155.1,174.4,48.3,50.3,9.18,3.45,22.5,34.9,7.7,0.1,58.4,0
48,22,64.7,66.0,141.8,165.7,56.5,49.0,5.5,13.34,145.5,206.4,6.4,1.8,47.0,1
85,37,76.8,77.0,177.3,191.4,79.5,57.7,16.22,9.67,35.8,63.4,6.7,0.0,75.5,0
39,25,61.3,57.0,131.0,149.2,79.3,56.1,12.43,6.17,29.8,39.0,5.9,0.3,66.7,0
100,29,77.1,52.0,173.0,201.3,56.1,51.9,10.15,9.22,54.5,94.3,7.5,0.2,60.7,1
33,18,71.4,62.0,148.3,168.7,71.7,50.8,12.91,3.47,16.1,23.9,7.5,0.0,66.1,0
94,38,74.4,54.0,154.5,175.1,53.2,51.7,12.38,11.17,54.1,83.6,6.7,1.1,63.3,1
23,37,60.6,72.0,162.5,194.0,79.0,45.6,13.24,3.59,16.3,26.4,7.7,0.0,64.7,0
10,23,62.8,58.0,140.5,153.5,67.5,47.7,14.42,7.34,30.5,42.9,5.1,1.7,64.5,0
69,39,74.8,55.0,163.0,186.9,74.5,42.6,11.42,8.73,45.9,74.8,6.3,0.4,59.2,0
100,35,62.4,56.0,109.4,137.7,47.8,46.0,10.24,11.12,65.1,71.2,6.8,1.1,56.6,0
34,25,73.7,66.0,139.2,157.6,71.8,45.8,13.66,8.32,36.6,50.9,5.8,0.8,64.0,0
52,24,59.1,59.0,136.1,160.4,64.9,44.2,13.6,9.9,43.7,59.5,5.3,1.8,61.3,0
95,18,76.8,55.0,131.2,146.3,73.5,48.8,12.2,7.92,38.9,51.1,6.7,0.0,63.9,0
10,38,60.1,73.0,146.8,163.3,74.1,46.1,16.36,7.9,29.0,42.6,7.7,0.0,71.1,0
19,33,74.4,53.0,155.8,177.7,65.7,51.0,11.12,8.26,44.5,69.4,8.3,0.0,62.7,0
58,29,75.0,60.0,160.5,184.5,59.0,38.3,10.2,7.43,43.7,70.2,6.5,0.9,53.8,0
96,23,64.4,65.0,153.6,179.2,72.8,47.3,12.84,2.94,13.7,21.1,7.7,0.0,64.6,0
1,37,74.7,47.0,140.0,167.9,64.4,48.8,10.65,5.7,32.1,44.9,7.6,0.0,60.8,0
69,19,72.1,64.0,155.5,175.2,56.3,46.1,12.99,8.73,40.3,62.7,8.2,0.0,64.4,0
4,31,65.7,52.0,151.9,177.8,55.8,47.0,10.33,7.25,42.1,63.9,6.6,0.9,57.7,0
16,21,61.9,67.0,164.0,182.3,50.2,38.5,11.2,7.53,40.4,66.2,5.2,2.6,52.6,0
24,18,54.3,52.0,161.7,186.2,59.9,50.1,15.78,7.03,26.7,43.2,7.1,0.2,71.3,0
80,35,72.8,66.0,150.5,171.5,76.0,51.9,11.19,5.41,29.0,43.6,6.0,0.4,62.3,0
2,30,57.5,69.0,136.5,158.8,66.8,51.0,10.4,6.52,37.6,51.4,6.3,0.6,59.9,0
92,19,70.8,67.0,140.2,162.3,59.7,54.2,14.34,7.08,29.6,41.5,6.7,0.5,69.3,0
32,26,67.9,62.0,141.8,153.7,73.0,49.2,9.9,8.02,48.6,68.9,6.7,0.0,59.4,0
91,38,75.4,58.0,145.3,159.7,56.7,50.9,10.61,9.18,51.9,75.4,7.1,0.4,60.8,0
84,19,67.6,55.0,154.0,174.5,66.0,48.9,13.15,7.46,34.0,52.4,7.7,0.0,65.9,0
24,26,67.4,72.0,160.7,172.3,63.2,52.1,13.88,4.91,21.2,34.1,6.6,0.4,67.8,0
12,18,75.9,54.0,149.2,173.4,72.8,38.5,14.44,3.81,15.8,23.6,7.4,0.0,64.3,0
50,28,72.7,52.0,150.2,174.6,49.2,42.6,10.51,15.79,90.2,135.5,7.0,1.2,55.7,1
35,20,72.5,65.0,152.1,173.8,56.5,57.5,13.19,4.61,21.0,31.9,7.9,0.0,69.4,0
33,37,73.8,54.0,142.3,156.7,48.6,33.2,11.07,6.44,34.9,49.7,6.8,1.0,53.4,0
33,21,57.7,52.0,136.1,163.0,62.4,47.2,10.79,9.55,53.1,72.3,6.9,0.3,59.8,0
61,35,76.1,48.0,123.7,153.9,77.1,55.0,14.41,9.08,37.8,46.8,6.6,0.0,70.8,0
51,23,74.9,56.0,139.6,160.3,59.9,47.4,10.9,9.56,52.6,73.5,6.8,0.5,59.7,0
43,20,61.9,59.0,157.1,179.6,59.9,45.6,12.56,6.67,31.9,50.1,6.2,1.0,61.3,0
12,39,68.0,62.0,139.5,160.5,73.7,48.8,12.31,8.72,42.5,59.2,6.1,0.5,63.1,0
67,28,69.7,68.0,146.4,169.1,75.7,45.9,9.86,8.18,49.8,72.9,7.8,0.0,58.1,0
65,32,68.9,64.0,157.0,176.4,64.1,48.2,13.93,7.06,30.4,47.8,5.9,1.1,64.9,0
33,39,72.7,58.0,157.8,177.6,71.8,43.9,13.12,8.74,40.0,63.0,6.7,0.0,63.7,0
40,22,81.5,58.0,133.8,158.3,54.2,54.7,8.03,11.17,83.5,111.7,8.0,0.0,57.9,1
74,37,78.7,64.0,165.0,196.7,78.8,56.5,12.55,7.93,37.9,62.5,6.6,0.0,67.7,0
43,27,59.5,70.0,166.9,179.9,86.5,47.2,10.45,7.95,45.6,76.2,7.8,0.0,59.8,0
44,29,75.0,61.0,133.1,152.5,70.2,39.7,14.19,11.2,47.4,63.0,6.4,0.4,63.5,0
29,32,80.6,56.0,137.6,151.7,44.2,44.9,9.11,10.88,71.7,98.7,5.9,2.3,51.5,1
13,34,73.1,52.0,167.9,195.8,59.4,46.9,11.29,12.75,67.8,113.8,5.4,2.2,56.9,1
12,27,78.7,48.0,147.8,164.9,71.1,51.0,12.72,2.73,12.9,19.0,8.3,0.0,65.9,0
95,23,86.1,65.0,116.7,129.5,60.8,42.0,12.11,10.72,53.1,62.0,5.9,1.4,58.2,0
46,35,78.2,65.0,129.0,152.2,77.7,43.4,13.53,9.8,43.5,56.1,7.7,0.0,64.4,0
2,30,72.0,65.0,146.3,175.0,70.9,51.1,8.96,5.34,35.8,52.3,6.0,0.7,56.9,0
35,20,78.4,59.0,132.6,155.9,57.9,53.6,15.3,8.75,34.3,45.5,8.3,0.0,72.1,0
87,27,71.2,71.0,143.8,164.8,65.3,44.3,13.05,11.15,51.3,73.7,9.2,0.0,63.8,0
81,31,70.2,56.0,150.5,172.5,56.1,40.0,14.72,5.51,22.5,33.8,5.3,2.1,61.3,0
90,23,67.2,68.0,171.9,199.0,63.2,67.7,13.75,9.33,40.7,70.0,5.9,1.3,72.0,0
8,20,82.5,60.0,145.6,161.3,59.5,52.7,11.98,10.61,53.2,77.4,7.8,0.0,65.0,0
93,33,63.5,55.0,166.1,185.5,76.7,46.4,9.43,4.79,30.5,50.6,7.5,0.0,57.4,0
26,24,82.3,65.0,171.4,189.2,86.2,53.2,10.87,7.57,41.8,71.6,7.8,0.0,63.0,0
74,37,74.0,63.0,171.5,185.7,50.7,47.3,15.18,8.9,35.2,60.4,6.4,1.3,66.6,0
90,31,58.8,63.0,154.3,172.6,45.8,53.2,14.77,5.61,22.8,35.2,9.0,0.0,70.8,0
34,26,72.9,61.0,120.6,146.1,62.5,49.0,10.76,5.36,29.9,36.0,7.1,0.0,61.1,0
7,32,53.2,60.0,156.9,179.7,49.8,48.5,6.36,7.59,71.6,112.4,5.8,2.3,47.6,1
68,38,75.0,79.0,165.7,188.9,65.5,47.3,11.57,10.4,53.9,89.4,6.7,0.4,61.2,1
58,20,77.1,69.0,148.8,169.5,72.5,39.3,11.42,9.93,52.2,77.6,5.8,1.0,56.6,0
75,19,65.3,66.0,176.2,198.8,79.9,59.6,11.5,5.42,28.3,49.8,8.6,0.0,66.9,0
29,19,71.0,61.0,162.9,178.9,67.0,42.4,13.06,9.96,45.8,74.5,6.3,0.7,61.7,0
36,20,85.6,68.0,158.5,177.0,63.1,39.8,13.75,5.49,24.0,38.0,7.5,0.0,63.4,0
89,35,66.0,64.0,166.3,187.3,45.2,46.7,13.98,3.17,13.6,22.6,6.5,1.3,64.0,0
21,31,61.5,60.0,155.0,176.4,65.3,42.2,12.89,6.9,32.1,49.8,6.4,0.6,61.5,0
36,37,81.9,58.0,112.6,134.2,65.7,47.7,8.4,11.37,81.2,91.5,5.1,2.1,51.7,1
10,35,85.7,59.0,142.5,161.8,71.4,52.1,11.32,9.97,52.8,75.3,7.6,0.0,63.5,0
73,27,70.0,35.0,168.0,186.1,57.9,54.0,16.61,8.0,28.9,48.5,8.3,0.0,74.8,0
24,19,78.1,62.0,137.9,173.7,60.6,52.9,12.75,6.75,31.8,43.8,6.1,1.1,64.4,0
64,39,80.7,56.0,146.6,171.2,50.2,46.2,12.74,6.83,32.2,47.2,5.5,2.3,59.4,0
99,18,64.1,73.0,134.3,156.4,42.1,48.3,12.72,8.33,39.3,52.8,7.8,0.4,64.0,0
49,21,66.1,60.0,176.8,195.6,53.9,50.4,12.83,4.79,22.4,39.6,5.4,2.1,61.5,0
99,31,79.8,50.0,175.2,193.0,49.3,37.5,7.23,6.96,57.7,101.1,8.2,0.0,49.4,1
36,18,83.5,60.0,136.7,156.1,68.4,51.4,11.52,7.35,38.3,52.4,6.1,0.7,62.1,0
82,31,74.5,52.0,152.2,173.7,59.8,39.3,11.92,3.95,19.9,30.2,5.9,1.3,57.0,0
96,33,63.0,64.0,139.8,150.4,59.6,60.2,14.56,5.48,22.6,31.6,7.2,0.0,73.2,0
24,39,85.9,62.0,159.2,171.4,55.2,45.6,12.1,9.23,45.8,72.9,6.0,1.6,59.1,0
23,31,65.8,68.0,157.6,174.5,32.7,46.9,8.71,8.03,55.3,87.2,6.3,2.5,51.2,1
62,37,67.3,54.0,162.2,183.2,80.1,43.4,12.86,7.07,33.0,53.5,7.4,0.0,63.1,0
96,20,72.7,60.0,155.0,173.8,55.0,44.2,10.39,5.27,30.4,47.1,4.6,2.9,52.6,0
37,20,82.4,49.0,194.0,221.4,60.9,61.6,9.57,12.73,79.8,154.9,8.6,0.0,63.8,1
12,26,76.8,66.0,134.6,147.2,50.5,53.6,10.33,5.49,31.9,42.9,7.0,0.6,60.8,0
55,23,73.3,64.0,124.3,140.6,74.7,38.7,13.09,8.75,40.1,49.9,5.7,0.8,60.0,0
13,30,73.7,64.0,144.1,171.7,66.4,57.0,14.52,6.54,27.0,38.9,6.0,0.9,70.1,0
23,38,70.3,60.0,126.5,147.1,56.7,55.2,12.97,8.11,37.5,47.5,8.0,0.0,68.0,0
89,19,74.5,63.0,127.6,152.0,61.1,46.3,13.26,9.37,42.4,54.1,7.6,0.0,65.1,0
99,25,49.8,73.0,135.0,165.2,81.8,49.8,12.95,3.89,18.0,24.3,8.4,0.0,65.8,0
30,38,67.6,58.0,136.2,152.7,64.3,47.9,12.2,7.98,39.2,53.4,6.3,0.7,62.1,0
17,19,71.9,61.0,135.7,155.2,63.2,59.8,13.39,11.57,51.8,70.3,7.3,0.0,70.7,0
62,21,60.8,51.0,157.8,176.4,55.6,43.2,7.16,13.28,111.3,175.6,7.4,0.7,50.3,1
84,32,73.1,53.0,142.4,152.6,46.1,48.9,12.22,7.61,37.4,53.2,7.7,0.3,63.5,0
89,21,68.4,61.0,147.3,165.8,63.4,45.4,9.91,8.13,49.2,72.5,8.1,0.0,58.0,0
86,30,84.0,69.0,163.4,187.8,68.3,39.4,14.33,14.63,61.3,100.2,6.3,0.8,62.8,1
13,29,82.6,58.0,138.5,161.2,76.0,61.1,11.71,11.4,58.5,81.0,6.9,0.0,67.9,1
59,30,66.3,58.0,146.0,169.1,42.5,40.9,12.06,6.15,30.6,44.7,6.4,1.7,57.1,0
19,31,68.8,57.0,155.5,173.6,53.7,49.3,8.99,6.14,41.0,63.7,6.9,0.7,56.3,0
49,37,69.4,56.0,120.9,137.6,59.2,37.6,14.03,10.87,46.5,56.2,7.7,0.0,63.1,0
100,35,66.4,62.0,114.2,140.6,65.0,45.6,13.25,4.97,22.5,25.7,5.3,1.5,61.7,0
12,23,71.6,48.0,155.2,172.7,63.5,50.5,13.11,11.26,51.5,80.0,8.1,0.0,66.4,1
61,28,63.9,70.0,157.4,178.9,63.8,43.1,10.37,9.0,52.1,81.9,5.9,1.4,55.2,1
19,19,61.0,55.0,181.0,201.8,69.1,51.5,10.45,9.55,54.8,99.2,6.7,0.3,60.8,1
76,36,75.0,66.0,152.4,179.7,56.0,46.4,12.45,7.23,34.9,53.1,8.2,0.0,63.4,0
9,36,75.0,50.0,162.3,187.2,74.3,55.0,10.61,6.11,34.6,56.1,7.3,0.0,63.2,0
71,22,63.6,65.0,147.1,160.6,69.3,56.2,12.87,12.39,57.7,84.9,7.3,0.0,68.2,1
28,36,77.2,65.0,154.5,168.5,61.8,44.5,7.68,7.26,56.7,87.6,5.8,1.5,50.1,1
78,19,64.9,63.0,175.0,197.9,81.0,48.5,11.02,6.77,36.8,64.5,6.0,0.3,60.8,0
95,27,72.0,52.0,118.1,137.8,80.6,49.1,15.59,7.76,29.9,35.3,7.9,0.0,70.8,0
52,19,76.6,62.0,156.2,173.9,74.3,51.7,12.88,8.58,40.0,62.4,6.4,0.2,66.1,0
83,28,69.7,51.0,182.0,207.1,34.8,48.1,12.33,4.91,23.9,43.5,6.5,2.0,60.0,0
16,35,73.6,58.0,154.2,175.2,80.8,49.1,15.97,6.31,23.7,36.5,8.0,0.0,71.6,0
69,32,65.9,68.0,174.8,195.0,72.9,46.5,7.33,6.15,50.3,87.9,6.0,0.8,51.6,1
99,26,68.4,66.0,140.6,164.5,85.1,48.7,10.37,10.54,61.0,85.7,7.3,0.0,60.2,1
12,36,68.4,60.0,149.5,167.6,77.4,55.8,11.2,5.34,28.6,42.8,7.0,0.0,64.7,0
25,26,64.0,52.0,150.5,178.3,80.8,51.9,13.72,2.73,12.0,18.0,7.0,0.0,68.2,0
52,20,68.6,65.0,116.7,132.8,73.8,52.2,13.75,2.1,9.2,10.7,6.5,0.0,68.4,0
85,38,57.6,60.0,132.5,155.8,78.5,52.3,10.27,3.59,21.0,27.8,6.4,0.0,61.5,0
100,26,66.1,41.0,133.5,160.7,84.9,47.1,14.0,12.08,51.8,69.2,5.9,0.2,66.5,0
53,31,67.7,66.0,162.3,175.4,67.2,49.9,11.19,8.05,43.1,70.0,7.5,0.0,62.4,0
23,36,68.0,60.0,163.1,181.4,49.3,41.5,14.42,9.5,39.5,64.5,6.3,1.5,62.4,0
16,24,68.1,70.0,154.9,180.6,61.9,55.6,9.93,9.61,58.0,89.9,8.0,0.0,62.1,1
57,33,69.5,51.0,162.4,188.1,68.9,31.3,11.75,8.17,41.7,67.7,6.8,0.1,55.8,0
39,33,73.8,35.0,147.5,166.7,65.7,47.5,11.02,7.78,42.3,62.5,5.9,1.1,58.9,0
53,18,77.0,62.0,168.0,184.4,52.5,54.8,14.11,11.13,47.3,79.5,6.8,1.0,68.1,1
42,21,64.8,62.0,150.1,174.9,48.7,39.8,10.95,8.44,46.2,69.4,6.6,1.3,55.2,0
58,21,60.4,46.0,150.9,176.8,57.6,50.4,11.92,12.2,61.4,92.7,8.0,0.0,64.0,1
39,24,61.7,52.0,146.0,160.2,73.1,43.9,13.01,9.86,45.5,66.4,6.6,0.0,63.5,0
14,25,66.1,82.0,160.3,174.2,80.8,45.8,13.09,6.15,28.2,45.2,6.7,0.0,64.5,0
95,34,67.2,58.0,143.7,164.8,74.2,53.7,13.77,6.51,28.4,40.7,8.4,0.0,69.0,0
5,22,63.8,66.0,164.6,187.8,75.6,49.2,12.42,5.82,28.1,46.3,7.5,0.0,64.5,0
35,24,59.6,55.0,133.0,151.5,64.2,35.8,11.16,11.65,62.6,83.3,8.7,0.0,56.6,1
87,37,66.4,43.0,133.5,156.9,47.6,42.1,11.3,6.78,36.0,48.1,8.3,0.0,59.5,0
93,37,71.5,59.0,160.3,176.8,60.4,53.9,12.05,5.6,27.9,44.7,6.1,1.1,63.5,0
75,21,74.8,58.0,148.7,158.1,62.4,50.7,12.5,8.96,43.0,63.9,8.0,0.0,65.3,0
18,23,65.5,57.0,143.2,161.1,60.0,58.5,11.71,7.71,39.5,56.6,8.5,0.0,66.8,0
76,24,66.7,59.0,163.4,183.7,65.5,58.1,12.04,8.88,44.3,72.3,8.5,0.0,67.3,0
9,35,62.6,62.0,140.9,159.5,69.4,45.9,8.97,13.67,91.5,128.9,8.0,0.0,56.3,1
74,22,69.7,59.0,147.0,161.2,73.5,63.0,13.33,10.74,48.3,71.0,8.0,0.0,71.9,0
58,37,63.2,50.0,171.0,181.9,62.2,48.1,12.36,8.08,39.2,67.1,6.7,0.5,62.9,0
17,20,74.6,64.0,173.1,190.5,46.0,42.2,14.0,3.77,16.2,28.0,6.2,1.7,61.5,0
7,24,55.7,44.0,173.6,198.1,60.2,44.2,12.0,6.5,32.5,56.4,6.6,0.6,60.4,0
46,39,67.1,44.0,145.8,172.0,65.4,34.5,8.52,10.13,71.3,104.0,5.3,1.9,47.0,1
13,31,72.4,66.0,168.5,194.4,77.2,57.6,11.28,4.49,23.9,40.2,8.3,0.0,65.6,0
40,24,71.5,64.0,135.8,151.7,59.3,57.6,11.6,14.42,74.6,101.3,6.7,0.8,64.6,1
42,22,91.5,60.0,136.4,150.6,70.1,41.9,13.49,8.04,35.8,48.8,8.3,0.0,63.7,0
9,39,72.8,49.0,114.7,137.2,67.9,46.6,7.86,8.15,62.2,71.4,5.8,1.2,52.0,0
50,22,62.0,54.0,175.1,198.3,65.4,48.6,12.08,6.0,29.8,52.2,8.1,0.0,63.6,0
27,19,69.2,58.0,137.0,159.0,74.3,42.2,13.03,9.49,43.7,59.9,6.5,0.1,62.8,0
66,38,55.8,47.0,148.1,158.0,58.4,37.5,10.68,4.53,25.4,37.7,5.7,1.6,53.2,0
5,39,69.4,54.0,136.3,152.0,59.2,46.7,12.15,14.49,71.6,97.6,8.6,0.0,63.0,1
29,23,63.3,65.0,160.4,180.3,64.9,46.1,10.75,11.95,66.7,107.1,8.1,0.0,59.9,1
37,32,77.3,71.0,144.4,166.8,58.6,45.7,10.54,10.95,62.3,90.0,7.2,0.3,58.7,1
38,38,65.6,57.0,130.4,154.3,70.1,49.3,11.18,3.83,20.5,26.8,7.0,0.0,62.1,0
83,27,69.1,66.0,156.6,177.3,57.9,56.6,10.58,8.62,48.9,76.5,7.4,0.0,63.7,0
8,24,64.9,45.0,128.5,150.1,67.3,46.2,13.37,11.63,52.2,67.1,7.2,0.0,65.2,0
65,22,83.9,65.0,137.4,157.9,64.0,49.0,10.53,9.78,55.7,76.6,6.2,1.0,58.7,0
86,18,67.4,54.0,118.4,141.8,67.1,52.4,10.19,4.99,29.4,34.8,6.6,0.2,60.9,0
17,30,84.7,62.0,128.6,150.2,60.4,51.3,15.54,6.05,23.4,30.1,9.0,0.0,71.6,0
71,38,76.5,58.0,152.7,173.0,61.6,44.3,13.92,6.64,28.6,43.7,9.7,0.0,65.6,0
89,35,73.9,71.0,120.5,139.2,66.0,48.6,8.28,6.19,44.9,54.1,8.6,0.0,56.0,0
45,30,72.9,53.0,127.8,148.2,67.0,51.3,10.47,12.59,72.1,92.2,7.5,0.0,61.5,1
4,38,73.2,65.0,150.0,172.4,65.0,41.2,12.48,2.24,10.8,16.1,6.7,0.2,61.1,0
36,38,54.6,58.0,141.8,163.2,82.1,55.6,12.65,9.97,47.3,67.1,6.2,0.0,67.5,0
70,35,67.8,59.0,179.9,201.8,55.1,56.6,9.02,4.12,27.4,49.3,6.3,1.2,58.2,0
31,22,76.8,59.0,177.5,204.2,64.4,43.7,14.32,5.12,21.4,38.1,6.4,0.5,65.0,0
19,30,69.6,53.0,137.0,158.3,49.3,49.2,13.65,1.97,8.7,11.9,9.2,0.0,67.0,0
61,21,58.8,60.0,158.4,175.1,68.7,51.9,12.96,6.35,29.4,46.6,8.8,0.0,66.7,0
54,34,69.6,59.0,161.2,185.7,53.8,44.7,14.71,12.53,51.1,82.4,7.7,0.0,67.3,1
39,20,83.6,62.0,141.0,154.2,62.2,50.9,12.9,8.79,40.9,57.7,6.0,1.1,63.9,0
91,34,80.0,61.0,127.6,142.2,61.3,49.0,12.9,4.4,20.5,26.1,7.9,0.0,65.4,0
74,28,69.5,66.0,149.8,171.5,67.8,39.2,15.12,11.05,43.9,65.7,6.8,0.2,65.6,0
90,38,77.6,67.0,147.4,170.0,59.5,50.8,14.2,11.69,49.4,72.8,4.8,2.5,63.6,0
19,37,67.1,52.0,143.5,157.2,59.0,41.4,10.32,8.31,48.3,69.4,7.3,0.1,57.0,0
39,38,56.4,67.0,156.6,174.7,79.4,53.6,13.27,14.1,63.8,99.9,6.2,0.4,67.2,1
67,21,62.6,51.0,138.7,155.7,67.8,44.0,10.67,10.46,58.8,81.6,6.2,0.8,57.3,1
45,19,82.5,65.0,132.7,150.3,59.4,47.0,13.01,10.05,46.3,61.5,6.7,0.6,63.7,0
13,37,67.8,65.0,151.6,176.4,62.5,56.2,12.95,5.59,25.9,39.3,6.5,0.6,67.3,0
92,33,68.1,45.0,155.8,179.3,81.5,51.0,9.23,9.88,64.2,100.0,7.0,0.0,58.9,1
58,35,67.6,61.0,132.4,152.3,62.6,41.5,11.76,8.65,44.1,58.4,6.9,0.2,59.6,0
20,25,85.2,56.0,163.9,181.2,58.1,41.9,12.53,9.56,45.8,75.0,5.1,2.3,57.1,0
92,20,83.0,54.0,123.4,136.7,58.2,44.4,11.13,5.95,32.1,39.6,8.5,0.0,60.0,0
72,26,87.8,71.0,141.3,168.4,59.5,50.4,12.63,8.38,39.8,56.3,6.0,1.3,62.8,0
61,37,68.7,55.0,146.1,169.1,59.1,50.1,13.61,5.55,24.5,35.7,6.0,1.2,64.9,0
39,23,72.4,54.0,140.5,156.9,52.2,42.9,11.94,1.56,7.8,11.0,6.7,0.8,59.5,0
1,27,57.9,61.0,141.5,165.1,53.8,41.0,12.45,10.99,53.0,75.0,6.9,0.8,59.7,0
3,38,81.8,65.0,178.1,197.7,56.7,49.7,14.77,3.49,14.2,25.3,8.5,0.0,69.4,0
77,27,60.7,59.0,137.2,155.8,70.9,46.9,12.95,8.32,38.6,52.9,7.3,0.0,64.7,0
92,30,71.7,69.0,186.6,208.8,61.2,60.9,12.4,9.0,43.5,81.2,7.6,0.0,69.2,1
62,34,61.2,64.0,156.6,172.8,62.9,48.2,10.08,8.98,53.4,83.6,7.3,0.0,59.5,1
63,26,65.3,43.0,151.4,169.7,77.7,58.9,13.34,7.15,32.2,48.7,7.2,0.0,70.2,0
25,34,63.3,56.0,157.1,177.8,78.0,41.0,12.66,8.81,41.8,65.6,7.3,0.0,61.7,0
56,26,65.1,56.0,187.9,205.5,62.2,38.6,14.57,9.41,38.8,72.9,5.1,2.2,60.2,0
33,26,65.7,64.0,135.1,158.4,58.7,41.3,12.09,10.2,50.6,68.4,6.8,0.7,59.4,0
38,18,65.6,39.0,133.2,162.5,56.4,55.1,8.37,13.2,94.7,126.1,8.2,0.0,58.8,1
6,19,76.7,80.0,138.7,154.9,71.9,58.5,8.6,8.7,60.7,84.2,10.9,0.0,60.6,1
